"accept_status","cambio","cambio2","concepto_asg","crt_1","crt_2","crt_3","datetime","edad","estilo_decisiones","experiencia_finanzas","first_dicotomic","genero","gestion_digital","hrs_semanal","importancia_asg","interes_empresas_asg","inverisiones","nivel_educacion","ocupacion","plot_1YTD","plot_2YTD","plot_3YTD","plot_4YTD","plot_5YTD","plot_6YTD","plot_7YTD","plot_combined_1YTD","plot_combined_2YTD","plot_combined_3YTD","plot_combined_4YTD","plot_combined_5YTD","plot_combined_6YTD","plot_combined_7YTD","rentabilidad_asg","response","second_dicotomic"
"yes","No","no","Nada familiarizado","0.05","5","1","Mon Jun  3 13:07:07 2024","34","Algo analítico/a","No","Si, hasta un 0,6%","Masculino","Semanalmente","0.3","Muy importantes","Algo interesado/a","Si","Posgrado","Empleado/a","q","q","q","p","p","q","q","q","p","q","p","p","q","p","Mayor que la media del mercado","q","0.6"
