"accept_status","cambio","cambio2","concepto_asg","crt_1","crt_2","crt_3","datetime","edad","estilo_decisiones","experiencia_finanzas","first_dicotomic","genero","gestion_digital","hrs_semanal","importancia_asg","interes_empresas_asg","inverisiones","nivel_educacion","ocupacion","plot_1YTD","plot_2YTD","plot_3YTD","plot_4YTD","plot_5YTD","plot_6YTD","plot_7YTD","plot_combined_1YTD","plot_combined_2YTD","plot_combined_3YTD","plot_combined_4YTD","plot_combined_5YTD","plot_combined_6YTD","plot_combined_7YTD","rentabilidad_asg","response","second_dicotomic"
"yes","No","No","Poco familiarizado","10","100","24","Thu May 30 10:31:31 2024","23","Poco analítico/a","No","No","Masculino","Diariamente","6","Algo importantes","Poco interesado/a","Si","Universitario","Estudiante","q","q","q","q","p","q","p","q","q","q","p","p","p","p","Menor que la media del mercado","q","0"
