CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
183077	3008.99512	353454091293	0.41320	0.40958	3008.94507	0.05005	2592	1	0.38181	0.44045	1	0.44603	0.28598	1	0.41392	0.36321	1	0.22765	0.79247	11.01639	1.15890	1	0.49664	0.83696	11.94245	1.15890	1	-0.05998	-0.04324	0.78706	0.00351	1	0.00028	-0.04636	0.74025	0.00408	1	0.50208	0.85648	0	0
183078	3009.01172	353454257173	0.41516	0.39928	3008.94507	0.06665	2592	1	0.41256	0.37617	1	0.43350	0.34000	1	0.42303	0.35809	1	0.22778	0.79268	11.22706	1.15890	1	0.49669	0.83674	12.21997	1.15890	1	-0.05998	-0.04324	0.78706	0.00371	1	0.00028	-0.04636	0.74025	0.00413	1	0.50208	0.85648	0	
183079	3009.02710	353454412345	0.41647	0.39241	3008.94507	0.08203	2592	1	0.41256	0.37617	1	0.43350	0.34000	1	0.42303	0.35809	1	0.22749	0.79235	11.04975	1.15890	1	0.49657	0.83654	12.38349	1.15890	1	-0.06055	-0.04357	0.79444	0.00360	1	0.00028	-0.04636	0.74025	0.00400	1	0.50208	0.85648	0	
183080	3009.04346	353454575026	0.41376	0.39555	3008.94507	0.09839	2592	1	0.41950	0.34020	1	0.37550	0.48849	1	0.39750	0.41435	1	0.22790	0.79236	10.94686	1.15890	1	0.49636	0.83622	11.46294	1.15890	1	-0.06055	-0.04357	0.79444	0.00351	1	0.00028	-0.04636	0.74025	0.00374	1	0.50208	0.85648	0	
183081	3009.05957	353454737598	0.41145	0.39842	3008.94507	0.11450	2592	1	0.40701	0.41887	1	0.38352	0.41825	1	0.39526	0.41856	1	0.22793	0.79266	11.00555	1.15890	1	0.49670	0.83626	11.16782	1.15890	1	-0.06055	-0.04357	0.79444	0.00378	1	0.00028	-0.04636	0.74025	0.00393	1	0.50208	0.85648	0	
183082	3009.07642	353454904831	0.40965	0.40066	3008.94507	0.13135	2592	1	0.40701	0.41887	1	0.38352	0.41825	1	0.39526	0.41856	1	0.22778	0.79266	11.21571	1.15890	1	0.49658	0.83650	11.96702	1.15890	1	-0.05998	-0.04309	0.78706	0.00371	1	0.00028	-0.04636	0.74025	0.00407	1	0.50208	0.85648	0	
183083	3009.09302	353455071221	0.41085	0.40405	3008.94507	0.14795	2592	1	0.40279	0.42911	1	0.44038	0.43991	1	0.42158	0.43451	1	0.22799	0.79235	10.74467	1.15890	1	0.49653	0.83568	11.63270	1.15890	1	-0.05998	-0.04309	0.78706	0.00357	1	0.00028	-0.04636	0.74025	0.00385	1	0.50208	0.85648	0	
183084	3009.10938	353455235328	0.41183	0.40715	3008.94507	0.16431	2592	1	0.39561	0.41622	1	0.44778	0.46010	1	0.42170	0.43816	1	0.22807	0.79266	10.83534	1.15890	1	0.49655	0.83582	11.55297	1.15890	1	-0.05998	-0.04309	0.78706	0.00380	1	0.00028	-0.04636	0.74025	0.00385	1	0.50208	0.85648	0	
183085	3009.12549	353455395205	0.41265	0.40973	3008.94507	0.18042	2592	1	0.39561	0.41622	1	0.44778	0.46010	1	0.42170	0.43816	1	0.22785	0.79200	10.73959	1.15890	1	0.49609	0.83560	11.49461	1.15890	1	-0.06055	-0.04342	0.79444	0.00372	1	0.00028	-0.04636	0.74025	0.00385	1	0.50208	0.85648	0	
183086	3009.14185	353455560048	0.41423	0.41356	3008.94507	0.19678	2592	1	0.42528	0.45557	1	0.44109	0.46335	1	0.43318	0.45946	1	0.22795	0.79229	10.74845	1.15890	1	0.49596	0.83537	11.03209	1.15890	1	-0.06055	-0.04342	0.79444	0.00357	1	0.00028	-0.04636	0.74025	0.00385	1	0.50208	0.85648	0	
183087	3009.15845	353455724835	0.41563	0.41701	3008.94507	0.21338	2592	1	0.43588	0.49012	1	0.43164	0.43368	1	0.43376	0.46190	1	0.22760	0.79226	11.19285	1.15890	1	0.49582	0.83535	10.97553	1.15890	1	-0.06055	-0.04342	0.79444	0.00354	1	0.00028	-0.04636	0.74025	0.00397	1	0.50208	0.85648	0	
183088	3009.17480	353455889213	0.41684	0.42000	3008.94507	0.22974	2592	1	0.43588	0.49012	1	0.43164	0.43368	1	0.43376	0.46190	1	0.22760	0.79226	11.19285	1.15890	1	0.49582	0.83535	10.97553	1.15890	1	-0.06055	-0.04342	0.79444	0.00354	1	0.00028	-0.04636	0.74025	0.00397	1	0.50208	0.85648	0	
183089	3009.19116	353456052949	0.41689	0.41985	3008.94507	0.24609	2592	1	0.42681	0.38379	1	0.40868	0.45120	1	0.41775	0.41750	1	0.22746	0.79243	10.69572	1.15890	1	0.49596	0.83592	11.66457	1.15890	1	-0.06055	-0.04342	0.79444	0.00355	1	0.00028	-0.04636	0.74025	0.00362	1	0.50208	0.85648	0	
183090	3009.20776	353456219067	0.41612	0.41747	3008.94507	0.26270	2592	1	0.41264	0.37185	1	0.39495	0.38721	1	0.40380	0.37953	1	0.22726	0.79254	10.97220	1.15890	1	0.49594	0.83593	11.59137	1.15890	1	-0.06055	-0.04342	0.79444	0.00356	1	0.00028	-0.04636	0.74025	0.00368	1	0.50208	0.85648	0	
183091	3009.22412	353456381491	0.41544	0.41537	3008.94507	0.27905	2592	1	0.41264	0.37185	1	0.39495	0.38721	1	0.40380	0.37953	1	0.22732	0.79295	11.16582	1.15890	1	0.49592	0.83584	11.29459	1.15890	1	-0.05998	-0.04324	0.78706	0.00352	1	0.00028	-0.04636	0.74025	0.00372	1	0.50208	0.85648	0	
183092	3009.24023	353456544527	0.41505	0.41252	3008.94507	0.29517	2592	1	0.40810	0.35489	1	0.40817	0.36773	1	0.40813	0.36131	1	0.22701	0.79292	10.82998	1.15890	1	0.49605	0.83669	11.20980	1.15890	1	-0.05998	-0.04324	0.78706	0.00345	1	0.00028	-0.04636	0.74025	0.00381	1	0.50208	0.85648	0	
183093	3009.25708	353456711605	0.41411	0.40962	3008.94507	0.31201	2592	1	0.39287	0.31925	1	0.39966	0.38989	1	0.39627	0.35457	1	0.22753	0.79273	10.94445	1.15890	1	0.49619	0.83699	11.41349	1.15890	1	-0.05998	-0.04324	0.78706	0.00351	1	0.00028	-0.04636	0.74025	0.00389	1	0.50208	0.85648	0	
183094	3009.27344	353456876517	0.41326	0.40700	3008.94507	0.32837	2592	1	0.39287	0.31925	1	0.39966	0.38989	1	0.39627	0.35457	1	0.22820	0.79272	11.04141	1.15890	1	0.49711	0.83735	11.58821	1.15890	1	-0.05998	-0.04324	0.78706	0.00355	1	0.00028	-0.04636	0.74025	0.00377	1	0.50208	0.85648	0	
183095	3009.28979	353457038687	0.41707	0.40626	3008.94507	0.34473	2592	1	0.51057	0.46220	1	0.48346	0.31923	1	0.49702	0.39072	1	0.22935	0.79282	10.79603	1.15890	1	0.49751	0.83710	11.37710	1.15890	1	-0.05998	-0.04324	0.78706	0.00353	1	0.00028	-0.04636	0.74025	0.00394	1	0.50208	0.85648	0	
183096	3009.30615	353457203249	0.42116	0.40459	3008.94507	0.36108	2592	1	0.51107	0.34170	1	0.51103	0.39397	1	0.51105	0.36784	1	0.22906	0.79259	10.90429	1.15890	1	0.49746	0.83723	11.29622	1.15890	1	-0.05998	-0.04324	0.78706	0.00369	1	0.00028	-0.04636	0.74025	0.00390	1	0.50208	0.85648	0	
183097	3009.32275	353457369328	0.42492	0.40391	3008.94507	0.37769	2592	1	0.51196	0.35691	1	0.51118	0.41981	1	0.51157	0.38836	1	0.22918	0.79308	10.80059	1.14055	1	0.49807	0.83748	11.67499	1.12269	1	-0.05767	-0.04173	0.75955	0.00353	1	0.00028	-0.04636	0.74025	0.00373	1	0.50208	0.85648	0	
183098	3009.33936	353457533740	0.42796	0.40369	3008.94507	0.39429	2592	1	0.49749	0.38257	1	0.50394	0.41398	1	0.50071	0.39827	1	0.22942	0.79272	10.78573	1.10434	1	0.49842	0.83721	11.42392	1.08648	1	-0.05767	-0.04173	0.75955	0.00360	1	0.00028	-0.04636	0.74025	0.00391	1	0.50208	0.85648	0	START_TRIAL PLOT_7YTD.PNG
183099	3009.35596	353457700145	0.42986	0.40643	3008.94507	0.41089	2592	1	0.44360	0.47819	1	0.51147	0.47150	1	0.47754	0.47484	1	0.22964	0.79318	11.01628	1.06813	1	0.49864	0.83723	11.55472	1.05027	1	-0.05767	-0.04173	0.75955	0.00353	1	0.00028	-0.04636	0.74025	0.00390	1	0.50208	0.85648	0	
183100	3009.37207	353457861542	0.43167	0.40921	3008.94507	0.42700	2592	1	0.44565	0.49172	1	0.51147	0.47150	1	0.47856	0.48161	1	0.22975	0.79290	11.36158	1.05027	1	0.49876	0.83772	11.52415	1.05027	1	-0.06110	-0.04426	0.80570	0.00355	1	0.00028	-0.04636	0.74025	0.00399	1	0.50208	0.85648	0	
183101	3009.38843	353458024319	0.45507	0.39492	3008.94507	0.42700	2592	0	0.45802	0.38748	1	0.49437	0.42834	1	0.47619	0.40791	1	0.22989	0.79313	10.86484	1.06863	1	0.49862	0.83721	11.25515	1.08648	1	-0.06110	-0.04426	0.80570	0.00389	1	0.00028	-0.04636	0.74025	0.00384	1	0.50208	0.85648	0	
183102	3009.40503	353458191475	0.45079	0.38150	3008.94507	0.42700	2592	0	0.45943	0.35650	1	0.43356	0.37966	1	0.44650	0.36808	1	0.23003	0.79323	11.16085	1.10484	1	0.49884	0.83742	11.65380	1.12269	1	-0.06110	-0.04426	0.80570	0.00384	1	0.00028	-0.04636	0.74025	0.00383	1	0.50208	0.85648	0	
183103	3009.42139	353458354044	0.44837	0.36744	3008.94507	0.42700	2592	0	0.45595	0.32610	1	0.43114	0.35251	1	0.44354	0.33931	1	0.23003	0.79353	11.27634	1.14105	1	0.49873	0.83773	11.27398	1.15890	1	-0.06110	-0.04426	0.80570	0.00385	1	0.00028	-0.04636	0.74025	0.00392	1	0.50208	0.85648	0	
183104	3009.43774	353458517346	0.44902	0.36112	3009.38843	0.04932	2593	1	0.45478	0.29996	1	0.44716	0.38434	1	0.45097	0.34215	1	0.23010	0.79377	11.20869	1.15890	1	0.49877	0.83800	11.57176	1.15890	1	-0.06110	-0.04426	0.80570	0.00369	1	0.00028	-0.04636	0.74025	0.00362	1	0.50208	0.85648	0	
183105	3009.45410	353458682999	0.45366	0.36546	3009.38843	0.06567	2593	1	0.47649	0.39001	1	0.46799	0.37568	1	0.47224	0.38284	1	0.23016	0.79392	11.42997	1.15890	1	0.49887	0.83770	11.39707	1.15890	1	-0.06110	-0.04426	0.80570	0.00373	1	0.00028	-0.04636	0.74025	0.00378	1	0.50208	0.85648	0	
183106	3009.47046	353458846019	0.45676	0.36836	3009.38843	0.08203	2593	1	0.47649	0.39001	1	0.46799	0.37568	1	0.47224	0.38284	1	0.23026	0.79392	11.13775	1.15890	1	0.49966	0.83787	11.44081	1.15890	1	-0.06110	-0.04426	0.80570	0.00376	1	0.00028	-0.04636	0.74025	0.00376	1	0.50208	0.85648	0	
183107	3009.48682	353459009146	0.46180	0.38589	3009.38843	0.09839	2593	1	0.49911	0.49133	1	0.48502	0.49080	1	0.49206	0.49106	1	0.23057	0.79391	10.88319	1.15890	1	0.49965	0.83831	11.17278	1.15890	1	-0.06110	-0.04426	0.80570	0.00376	1	0.00028	-0.04636	0.74025	0.00373	1	0.50208	0.85648	0	
183108	3009.50342	353459175223	0.46771	0.38976	3009.38843	0.11499	2593	1	0.51594	0.39538	1	0.50209	0.43839	1	0.50901	0.41689	1	0.23033	0.79387	11.11599	1.15890	1	0.49981	0.83791	11.51330	1.15890	1	-0.06110	-0.04426	0.80570	0.00374	1	0.00028	-0.04636	0.74025	0.00377	1	0.50208	0.85648	0	
183109	3009.52002	353459340271	0.47229	0.39278	3009.38843	0.13159	2593	1	0.51594	0.39538	1	0.50209	0.43839	1	0.50901	0.41689	1	0.23054	0.79416	11.12932	1.15890	1	0.49984	0.83791	11.55894	1.15890	1	-0.06110	-0.04426	0.80570	0.00381	1	0.00028	-0.04636	0.74025	0.00376	1	0.50208	0.85648	0	
183110	3009.53613	353459503259	0.47419	0.39247	3009.38843	0.14771	2593	1	0.47728	0.34915	1	0.50524	0.43021	1	0.49126	0.38968	1	0.23032	0.79388	11.13276	1.15890	1	0.49917	0.83762	11.29348	1.15890	1	-0.06110	-0.04426	0.80570	0.00375	1	0.00028	-0.04636	0.74025	0.00392	1	0.50208	0.85648	0	
183111	3009.55273	353459668737	0.47464	0.39090	3009.38843	0.16431	2593	1	0.48325	0.42341	1	0.47498	0.32717	1	0.47911	0.37529	1	0.23028	0.79408	11.54201	1.15890	1	0.49919	0.83774	11.82040	1.15890	1	-0.06110	-0.04426	0.80570	0.00369	1	0.00028	-0.04636	0.74025	0.00379	1	0.50208	0.85648	0	
183112	3009.56909	353459832029	0.47501	0.38960	3009.38843	0.18066	2593	1	0.48325	0.42341	1	0.47498	0.32717	1	0.47911	0.37529	1	0.23020	0.79400	11.10996	1.15890	1	0.49907	0.83770	11.53545	1.15890	1	-0.06110	-0.04426	0.80570	0.00377	1	0.00028	-0.04636	0.74025	0.00375	1	0.50208	0.85648	0	
183113	3009.58545	353459996166	0.47505	0.38783	3009.38843	0.19702	2593	1	0.48723	0.35879	1	0.46371	0.37440	1	0.47547	0.36660	1	0.23020	0.79400	11.10996	1.15890	1	0.49926	0.83767	11.48202	1.15890	1	-0.06110	-0.04426	0.80570	0.00376	1	0.00028	-0.04636	0.74025	0.00377	1	0.50208	0.85648	0	
183114	3009.60205	353460160362	0.47429	0.38419	3009.38843	0.21362	2593	1	0.46591	0.31608	1	0.46292	0.35747	1	0.46442	0.33677	1	0.23008	0.79384	11.29757	1.15890	1	0.49885	0.83742	11.85676	1.15890	1	-0.06110	-0.04426	0.80570	0.00373	1	0.00028	-0.04636	0.74025	0.00377	1	0.50208	0.85648	0	
183115	3009.61841	353460324241	0.47363	0.38103	3009.38843	0.22998	2593	1	0.46591	0.31608	1	0.46292	0.35747	1	0.46442	0.33677	1	0.23012	0.79381	11.33626	1.15890	1	0.49871	0.83730	11.71410	1.15890	1	-0.06110	-0.04426	0.80570	0.00378	1	0.00028	-0.04636	0.74025	0.00374	1	0.50208	0.85648	0	
183116	3009.63477	353460489368	0.47193	0.36740	3009.38843	0.24634	2593	1	0.46577	0.18710	1	0.42713	0.13894	1	0.44645	0.16302	1	0.22967	0.79145	10.75110	1.15890	1	0.49780	0.83413	10.89613	1.15890	1	-0.06110	-0.04426	0.80570	0.00371	1	0.00028	-0.04636	0.74025	0.00364	1	0.50208	0.85648	0	
183117	3009.65137	353460654332	0.46817	0.35668	3009.38843	0.26294	2593	1	0.42136	0.23036	1	0.39448	0.13995	1	0.40792	0.18516	1	0.22948	0.79140	10.87061	1.15890	1	0.49738	0.83359	10.92659	1.15890	1	-0.06110	-0.04426	0.80570	0.00363	1	0.00028	-0.04636	0.74025	0.00371	1	0.50208	0.85648	0	
183118	3009.66772	353460818556	0.46482	0.34715	3009.38843	0.27930	2593	1	0.42136	0.23036	1	0.39448	0.13995	1	0.40792	0.18516	1	0.22853	0.79073	10.70642	1.15890	1	0.49669	0.83280	10.80817	1.15890	1	-0.06110	-0.04426	0.80570	0.00403	1	0.00028	-0.04636	0.74025	0.00452	1	0.50208	0.85648	0	
183119	3009.68384	353460980235	0.46455	0.31282	3009.38843	0.27930	2593	0	0.42051	0.22811	1	0.46049	0.18448	1	0.44050	0.20630	1	0.22816	0.79131	9.94230	1.15890	1	0.49645	0.83359	10.33219	1.15890	1	-0.06110	-0.04426	0.80570	0.00388	1	0.00028	-0.04636	0.74025	0.00411	1	0.50208	0.85648	0	
183120	3009.70068	353461147958	0.46870	0.26200	3009.38843	0.27930	2593	0	0.49051	0.25170	1	0.45520	0.17068	1	0.47285	0.21119	1	0.22815	0.79113	9.85994	1.15890	1	0.49634	0.83347	10.33127	1.15890	1	-0.06110	-0.04426	0.80570	0.00390	1	0.00028	-0.04636	0.74025	0.00408	1	0.50208	0.85648	0	
183121	3009.71680	353461309181	0.47009	0.24506	3009.38843	0.27930	2593	0	0.49051	0.25170	1	0.45520	0.17068	1	0.47285	0.21119	1	0.22784	0.79057	9.56741	1.15890	1	0.49627	0.83403	10.55453	1.15890	1	-0.06110	-0.04426	0.80570	0.00366	1	0.00028	-0.04636	0.74025	0.00368	1	0.50208	0.85648	0	
183122	3009.73340	353461473948	0.45839	0.24285	3009.68384	0.04956	2594	1	0.43329	0.25751	1	0.41330	0.21487	1	0.42330	0.23619	1	0.22795	0.79112	8.85135	1.15890	1	0.49577	0.83399	9.76423	1.15890	1	-0.06110	-0.04426	0.80570	0.00409	1	0.00028	-0.04636	0.74025	0.00360	1	0.50208	0.85648	0	
183123	3009.74976	353461639446	0.45567	0.23521	3009.68384	0.06592	2594	1	0.41408	0.30455	1	0.47549	0.10475	1	0.44479	0.20465	1	0.22825	0.79189	9.21426	1.15890	1	0.49570	0.83498	9.55171	1.15890	1	-0.06110	-0.04426	0.80570	0.00384	1	0.00028	-0.04636	0.74025	0.00389	1	0.50208	0.85648	0	
183124	3009.76611	353461802251	0.45385	0.23011	3009.68384	0.08228	2594	1	0.41408	0.30455	1	0.47549	0.10475	1	0.44479	0.20465	1	0.22757	0.79109	8.25064	1.15890	1	0.49616	0.83510	9.31389	1.15890	1	-0.06110	-0.04426	0.80570	0.00347	1	0.00028	-0.04636	0.74025	0.00397	1	0.50208	0.85648	0	
183125	3009.78247	353461966269	0.45525	0.21998	3009.68384	0.09863	2594	1	0.47505	0.17854	1	0.45219	0.13982	1	0.46362	0.15918	1	0.22756	0.79003	8.30215	1.15890	1	0.49485	0.83446	8.73864	1.15890	1	-0.06110	-0.04426	0.80570	0.00325	1	0.00028	-0.04636	0.74025	0.00361	1	0.50208	0.85648	0	
183126	3009.79907	353462131346	0.45467	0.21087	3009.68384	0.11523	2594	1	0.45698	0.16979	1	0.44421	0.12440	1	0.45060	0.14710	1	0.22756	0.79003	8.30215	1.15890	1	0.49485	0.83460	8.77795	1.15890	1	-0.06110	-0.04426	0.80570	0.00325	1	0.00028	-0.04636	0.74025	0.00358	1	0.50208	0.85648	0	
183127	3009.81543	353462294497	0.45422	0.20378	3009.68384	0.13159	2594	1	0.45698	0.16979	1	0.44421	0.12440	1	0.45060	0.14710	1	0.22767	0.78866	7.91343	1.15890	1	0.49561	0.83142	7.54105	1.15890	1	-0.06110	-0.04426	0.80570	0.00275	1	0.00028	-0.04636	0.74025	0.00290	1	0.50208	0.85648	0	
183128	3009.83203	353462461627	0.45269	0.20390	3009.68384	0.14819	2594	1	0.44878	0.18931	1	0.42904	0.22047	1	0.43891	0.20489	1	0.22763	0.78930	7.50661	1.15890	1	0.49561	0.83117	7.00463	1.15890	1	-0.06110	-0.04426	0.80570	0.00256	1	0.00028	-0.04636	0.74025	0.00280	1	0.50208	0.85648	0	
183129	3009.84863	353462627007	0.44965	0.19907	3009.68384	0.16479	2594	1	0.42826	0.14976	1	0.41039	0.15182	1	0.41933	0.15079	1	0.22758	0.78924	7.42065	1.15890	1	0.49540	0.83146	7.36522	1.15890	1	-0.06110	-0.04426	0.80570	0.00266	1	0.00028	-0.04636	0.74025	0.00268	1	0.50208	0.85648	0	
183130	3009.86475	353462788140	0.44638	0.19513	3009.68384	0.18091	2594	1	0.42826	0.14976	0	0.41039	0.15182	1	0.41039	0.15182	1	0.22758	0.78924	7.42065	1.15890	0	0.22719	0.78918	7.35981	1.15890	1	-0.06110	-0.04426	0.80570	0.00266	1	0.00028	-0.04636	0.74025	0.00250	1	0.50208	0.85648	0	
183131	3009.88110	353462951704	0.44638	0.19513	3009.68384	0.19727	2594	1	0.42826	0.14976	0	0.41039	0.15182	0	0.41039	0.15182	0	0.22758	0.78924	7.42065	1.15890	0	0.22719	0.78918	7.35981	1.15890	0	-0.06110	-0.04426	0.80570	0.00266	1	0.00028	-0.04636	0.74025	0.00250	1	0.50208	0.85648	0	
183132	3009.89771	353463118265	0.44638	0.19513	3009.68384	0.21387	2594	1	0.42826	0.14976	0	0.41039	0.15182	0	0.41039	0.15182	0	0.22758	0.78924	7.42065	1.15890	0	0.22719	0.78918	7.35981	1.15890	0	-0.06110	-0.04426	0.80570	0.00266	1	0.00028	-0.04636	0.74025	0.00250	1	0.50208	0.85648	0	
183133	3009.91431	353463282973	0.44638	0.19513	3009.68384	0.23047	2594	1	0.42826	0.14976	0	0.41039	0.15182	0	0.41039	0.15182	0	0.22758	0.78924	7.42065	1.15890	0	0.22719	0.78918	7.35981	1.15890	0	-0.06110	-0.04426	0.80570	0.00266	1	0.00028	-0.04636	0.74025	0.00250	1	0.50208	0.85648	0	
183134	3009.93066	353463446506	0.44473	0.18443	3009.68384	0.23047	2594	0	0.42826	0.14976	0	0.41039	0.15182	0	0.41039	0.15182	0	0.22758	0.78924	7.42065	1.15890	0	0.22719	0.78918	7.35981	1.15890	0	-0.06110	-0.04426	0.80570	0.00266	1	0.00028	-0.04636	0.74025	0.00250	1	0.50208	0.85648	0	
183135	3009.94702	353463611462	0.44473	0.18443	3009.68384	0.23047	2594	0	0.42826	0.14976	0	0.41039	0.15182	0	0.41039	0.15182	0	0.22758	0.78924	7.42065	1.15890	0	0.22719	0.78918	7.35981	1.15890	0	-0.06110	-0.04426	0.80570	0.00266	1	0.00028	-0.04636	0.74025	0.00250	1	0.50208	0.85648	0	
183136	3009.96362	353463777892	0.44473	0.18443	3009.68384	0.23047	2594	0	0.42826	0.14976	0	0.41039	0.15182	0	0.41039	0.15182	0	0.22758	0.78924	7.42065	1.15890	0	0.22719	0.78918	7.35981	1.15890	0	-0.06110	-0.04426	0.80570	0.00266	1	0.00028	-0.04636	0.74025	0.00250	1	0.50208	0.85648	0	
183137	3009.97974	353463939261	0.00000	0.00000	3009.68384	0.23047	2594	0	0.42826	0.14976	0	0.41039	0.15182	0	0.41039	0.15182	0	0.22758	0.78924	7.42065	1.15890	0	0.22719	0.78918	7.35981	1.15890	0	-0.06110	-0.04426	0.80570	0.00266	1	0.00028	-0.04636	0.74025	0.00250	1	0.50208	0.85648	0	
