CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
247275	4063.68115	3896513229638	0.00000	0.00000	4063.08960	0.50952	3108	0	0.42098	0.52662	0	0.36845	0.50798	0	0.39471	0.51730	0	0.24018	0.60655	22.97458	0.57932	0	0.62481	0.59303	22.91236	0.57932	0	-0.04012	-0.01205	0.56627	0.00537	1	0.10647	-0.05869	3.09891	0.00520	0	0.49687	0.80463	0	0
247276	4063.69702	3896513389606	0.00000	0.00000	4063.08960	0.50952	3108	0	0.42098	0.52662	0	0.36845	0.50798	0	0.39471	0.51730	0	0.24018	0.60655	22.97458	0.57932	0	0.62481	0.59303	22.91236	0.57932	0	-0.04012	-0.01205	0.56627	0.00537	1	0.10647	-0.05869	3.09891	0.00520	0	0.49687	0.80463	0	
247277	4063.71436	3896513561009	0.00000	0.00000	4063.08960	0.50952	3108	0	0.42098	0.52662	0	0.36845	0.50798	0	0.39471	0.51730	0	0.24018	0.60655	22.97458	0.57932	0	0.62481	0.59303	22.91236	0.57932	0	-0.04012	-0.01205	0.56627	0.00537	1	0.10647	-0.05869	3.09891	0.00520	0	0.49687	0.80463	0	
247278	4063.73071	3896513724874	0.00000	0.00000	4063.08960	0.50952	3108	0	0.42098	0.52662	0	0.36845	0.50798	0	0.39471	0.51730	0	0.24018	0.60655	22.97458	0.57932	0	0.62481	0.59303	22.91236	0.57932	0	-0.04012	-0.01205	0.56627	0.00537	1	0.10647	-0.05869	3.09891	0.00520	0	0.49687	0.80463	0	
247279	4063.74634	3896513882292	0.00000	0.00000	4063.08960	0.50952	3108	0	0.42098	0.52662	0	0.36845	0.50798	0	0.39471	0.51730	0	0.24018	0.60655	22.97458	0.57932	0	0.62481	0.59303	22.91236	0.57932	0	-0.04012	-0.01205	0.56627	0.00537	1	0.10647	-0.05869	3.09891	0.00520	0	0.49687	0.80463	0	
247280	4063.76294	3896514048832	0.00000	0.00000	4063.08960	0.50952	3108	0	0.42098	0.52662	0	0.36845	0.50798	0	0.39471	0.51730	0	0.24018	0.60655	22.97458	0.57932	0	0.62481	0.59303	22.91236	0.57932	0	-0.04012	-0.01205	0.56627	0.00537	1	0.10647	-0.05869	3.09891	0.00520	0	0.49687	0.80463	0	
247281	4063.77930	3896514212149	0.00000	0.00000	4063.08960	0.50952	3108	0	0.42098	0.52662	0	0.36845	0.50798	0	0.39471	0.51730	0	0.24018	0.60655	22.97458	0.57932	0	0.62481	0.59303	22.91236	0.57932	0	-0.04012	-0.01205	0.56627	0.00537	1	0.10647	-0.05869	3.09891	0.00520	0	0.49687	0.80463	0	
247282	4063.79590	3896514377523	0.00000	0.00000	4063.08960	0.50952	3108	0	0.42098	0.52662	0	0.36845	0.50798	0	0.39471	0.51730	0	0.24018	0.60655	22.97458	0.57932	0	0.62481	0.59303	22.91236	0.57932	0	-0.04012	-0.01205	0.56627	0.00537	1	0.10647	-0.05869	3.09891	0.00520	0	0.49687	0.80463	0	
247283	4063.81226	3896514541703	0.37146	0.56519	4063.08960	0.50952	3108	0	0.42098	0.52662	0	0.37146	0.56519	1	0.37146	0.56519	1	0.61968	0.59834	22.27737	0.57932	0	0.61968	0.59834	22.27737	0.57932	1	-0.04012	-0.01205	0.56627	0.00537	1	0.10647	-0.05869	3.09891	0.00490	0	0.49687	0.80463	0	
247284	4063.82861	3896514704306	0.38508	0.54575	4063.08960	0.50952	3108	0	0.43683	0.51529	1	0.36055	0.53731	1	0.39869	0.52630	1	0.23461	0.61028	22.64985	0.57932	1	0.61928	0.59734	21.63332	0.57932	1	-0.04012	-0.01205	0.56627	0.00535	1	0.10647	-0.05869	3.09891	0.00489	0	0.49687	0.80463	0	
247285	4063.84497	3896514869037	0.38966	0.54013	4063.08960	0.50952	3108	0	0.43683	0.51529	1	0.36085	0.54248	1	0.39884	0.52888	1	0.23433	0.61000	22.08289	0.57932	1	0.61931	0.59788	22.30390	0.57449	1	-0.04068	-0.01230	0.56078	0.00542	1	0.01864	-0.01083	0.54478	0.00495	1	0.49687	0.80463	0	
247286	4063.86157	3896515034475	0.39126	0.53834	4063.81226	0.04932	3109	1	0.42225	0.55192	1	0.36988	0.51405	1	0.39606	0.53298	1	0.23461	0.60828	21.79951	0.57449	1	0.61933	0.59695	22.02348	0.56966	1	-0.04068	-0.01230	0.56078	0.00542	1	0.01864	-0.01083	0.54478	0.00488	1	0.49687	0.80463	0	
247287	4063.87817	3896515199891	0.38932	0.53184	4063.81226	0.06592	3109	1	0.42614	0.51621	1	0.33690	0.49550	1	0.38152	0.50586	1	0.23529	0.60822	22.52324	0.56966	1	0.61981	0.59682	22.17803	0.56483	1	-0.04068	-0.01230	0.56078	0.00533	1	0.01864	-0.01083	0.54478	0.00484	1	0.49687	0.80463	0	
247288	4063.89453	3896515364344	0.38826	0.52848	4063.81226	0.08228	3109	1	0.42856	0.52213	1	0.33740	0.50119	1	0.38298	0.51166	1	0.23611	0.60767	22.70240	0.56483	1	0.62008	0.59647	21.96338	0.56000	1	-0.04076	-0.01224	0.56773	0.00533	1	0.09699	-0.05743	2.91707	0.00492	0	0.49687	0.80463	0	
247289	4063.91089	3896515527850	0.39050	0.52941	4063.81226	0.09863	3109	1	0.44320	0.53005	1	0.36468	0.53998	1	0.40394	0.53501	1	0.23739	0.60596	22.20451	0.56000	1	0.62161	0.59582	22.03133	0.56000	1	-0.04076	-0.01224	0.56773	0.00529	1	0.09699	-0.05743	2.91707	0.00487	0	0.49687	0.80463	0	
247290	4063.92725	3896515690720	0.39258	0.53272	4063.81226	0.11499	3109	1	0.44641	0.56738	1	0.36783	0.54429	1	0.40712	0.55583	1	0.23855	0.60499	21.99996	0.56000	1	0.62262	0.59573	22.34944	0.56000	1	-0.04076	-0.01224	0.56773	0.00541	1	0.09699	-0.05743	2.91707	0.00488	0	0.49687	0.80463	0	
247291	4063.94385	3896515857767	0.39418	0.53499	4063.81226	0.13159	3109	1	0.44641	0.56738	1	0.36758	0.53902	1	0.40699	0.55320	1	0.23991	0.60447	22.52792	0.56000	1	0.62319	0.59487	20.91220	0.56483	1	-0.03977	-0.01171	0.56270	0.00535	1	0.10513	-0.05966	3.04498	0.00499	0	0.49687	0.80463	0	
247292	4063.96045	3896516023087	0.39340	0.53564	4063.81226	0.14819	3109	1	0.43035	0.52793	1	0.34236	0.55499	1	0.38636	0.54146	1	0.24224	0.60268	21.76471	0.56483	1	0.62631	0.59585	22.05314	0.56966	1	-0.03977	-0.01171	0.56270	0.00538	1	0.10513	-0.05966	3.04498	0.00487	0	0.49687	0.80463	0	
247293	4063.97632	3896516182319	0.39462	0.53339	4063.81226	0.16406	3109	1	0.44862	0.54546	1	0.36498	0.47641	1	0.40680	0.51094	1	0.24377	0.60212	22.43219	0.56966	1	0.62770	0.59647	22.16132	0.57449	1	-0.03977	-0.01171	0.56270	0.00535	1	0.10513	-0.05966	3.04498	0.00495	0	0.49687	0.80463	0	
247294	4063.99316	3896516349673	0.39563	0.53152	4063.81226	0.18091	3109	1	0.44862	0.54546	1	0.36498	0.47641	1	0.40680	0.51094	1	0.24559	0.60231	22.88782	0.56966	1	0.62871	0.59628	21.14325	0.57449	1	-0.03739	-0.01109	0.54283	0.00540	1	0.11142	-0.06144	3.09143	0.00494	0	0.49687	0.80463	0	
247295	4064.00977	3896516515051	0.40208	0.53207	4063.81226	0.19751	3109	1	0.51013	0.53904	1	0.44885	0.53828	1	0.47949	0.53866	1	0.25236	0.60076	23.29561	0.56966	1	0.63611	0.59675	20.87070	0.56966	1	-0.03739	-0.01109	0.54283	0.00530	1	0.11142	-0.06144	3.09143	0.00507	0	0.49687	0.80463	0	
247296	4064.02563	3896516675805	0.40857	0.53083	4063.81226	0.21338	3109	1	0.52443	0.53142	1	0.46129	0.49795	1	0.49286	0.51468	1	0.25493	0.60076	23.30534	0.56483	1	0.63834	0.59803	21.05920	0.56483	1	-0.03739	-0.01109	0.54283	0.00534	1	0.11142	-0.06144	3.09143	0.00509	0	0.49687	0.80463	0	
247297	4064.04272	3896516845430	0.41417	0.52994	4063.81226	0.23047	3109	1	0.52443	0.53142	1	0.46077	0.50347	1	0.49260	0.51744	1	0.25616	0.60024	22.26824	0.56483	1	0.63945	0.59902	22.10098	0.56000	1	-0.03746	-0.01151	0.56294	0.00548	1	0.10066	-0.05390	2.64959	0.00496	0	0.49687	0.80463	0	
