CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
195576	3214.68115	1303885301617	0.00000	0.00000	3212.67676	0.27930	2521	0	1.18754	2.00546	0	0.24343	0.00425	0	0.24343	0.00425	0	0.02772	0.73941	10.21061	0.96233	1	0.36785	0.60023	13.26433	0.96233	1	-0.05245	-0.01824	0.61761	0.00339	1	0.01083	-0.00705	0.56114	0.00398	1	0.50417	0.84167	0	0
195577	3214.69775	1303885468125	0.00000	0.00000	3212.67676	0.27930	2521	0	1.18754	2.00546	0	0.24343	0.00425	0	0.24343	0.00425	0	0.02800	0.74238	10.04982	0.96233	1	0.36864	0.60348	12.79830	0.96233	1	-0.05245	-0.01824	0.61761	0.00326	1	0.01083	-0.00705	0.56114	0.00383	1	0.50417	0.84167	0	
195578	3214.71411	1303885632997	0.00000	0.00000	3212.67676	0.27930	2521	0	1.18754	2.00546	0	0.24343	0.00425	0	0.24343	0.00425	0	0.02804	0.74313	10.16542	0.96233	1	0.36834	0.60351	12.35983	0.96233	1	-0.05245	-0.01824	0.61761	0.00344	1	0.01083	-0.00705	0.56114	0.00388	1	0.50417	0.84167	0	
195579	3214.73022	1303885793872	0.00000	0.00000	3212.67676	0.27930	2521	0	1.18754	2.00546	0	0.24343	0.00425	0	0.24343	0.00425	0	0.02788	0.74390	10.15315	0.96233	1	0.36816	0.60318	12.54974	0.96233	1	-0.05245	-0.01824	0.61761	0.00336	1	0.01083	-0.00705	0.56114	0.00383	1	0.50417	0.84167	0	
195580	3214.74658	1303885957022	0.00000	0.00000	3212.67676	0.27930	2521	0	1.18754	2.00546	0	0.24343	0.00425	0	0.24343	0.00425	0	0.02771	0.73874	10.77302	0.96233	1	0.36789	0.59969	13.59991	0.96233	1	-0.05245	-0.01824	0.61761	0.00302	1	0.01083	-0.00705	0.56114	0.00384	1	0.50417	0.84167	0	
195581	3214.76294	1303886121130	0.00000	0.00000	3212.67676	0.27930	2521	0	1.18754	2.00546	0	0.24343	0.00425	0	0.24343	0.00425	0	0.02761	0.73640	10.40418	0.96233	1	0.36770	0.59857	14.28543	0.96233	1	-0.05245	-0.01824	0.61761	0.00302	1	0.01083	-0.00705	0.56114	0.00412	1	0.50417	0.84167	0	
195582	3214.77954	1303886286511	0.00000	0.00000	3212.67676	0.27930	2521	0	1.18754	2.00546	0	0.24343	0.00425	0	0.24343	0.00425	0	0.02750	0.73486	10.47604	0.96233	1	0.36700	0.59319	12.04445	0.96233	1	-0.05245	-0.01824	0.61761	0.00287	1	0.01083	-0.00705	0.56114	0.00382	1	0.50417	0.84167	0	
195583	3214.79590	1303886451305	0.00000	0.00000	3212.67676	0.27930	2521	0	1.18754	2.00546	0	0.24343	0.00425	0	0.24343	0.00425	0	0.02788	0.73124	10.18208	0.96233	1	0.36699	0.58958	12.49056	0.96233	1	-0.05245	-0.01824	0.61761	0.00289	1	0.01083	-0.00705	0.56114	0.00377	1	0.50417	0.84167	0	
195584	3214.81250	1303886616041	0.00000	0.00000	3212.67676	0.27930	2521	0	1.18754	2.00546	0	0.24343	0.00425	0	0.24343	0.00425	0	0.02781	0.73093	10.00508	0.96233	1	0.36684	0.58901	12.40969	0.96233	1	-0.05245	-0.01824	0.61761	0.00286	1	0.01083	-0.00705	0.56114	0.00379	1	0.50417	0.84167	0	
195585	3214.82861	1303886777233	0.00000	0.00000	3212.67676	0.27930	2521	0	1.18754	2.00546	0	0.24343	0.00425	0	0.24343	0.00425	0	0.02790	0.73097	10.04562	0.96233	1	0.36672	0.58734	12.01989	0.96233	1	-0.05245	-0.01824	0.61761	0.00285	1	0.01083	-0.00705	0.56114	0.00374	1	0.50417	0.84167	0	
195586	3214.84546	1303886945929	0.00000	0.00000	3212.67676	0.27930	2521	0	1.18754	2.00546	0	0.24343	0.00425	0	0.24343	0.00425	0	0.02810	0.73200	9.82721	0.96233	1	0.36695	0.58816	11.47595	0.96233	1	-0.05245	-0.01824	0.61761	0.00278	1	0.01083	-0.00705	0.56114	0.00368	1	0.50417	0.84167	0	
195587	3214.86182	1303887108486	0.00000	0.00000	3212.67676	0.27930	2521	0	1.18754	2.00546	0	0.24343	0.00425	0	0.24343	0.00425	0	0.02813	0.73341	9.83695	0.96233	1	0.36655	0.58931	11.24983	0.96233	1	-0.05245	-0.01824	0.61761	0.00287	1	0.01083	-0.00705	0.56114	0.00382	1	0.50417	0.84167	0	
195588	3214.87817	1303887273342	0.00000	0.00000	3212.67676	0.27930	2521	0	1.18754	2.00546	0	0.24343	0.00425	0	0.24343	0.00425	0	0.02821	0.73488	9.43976	0.96233	1	0.36691	0.59156	12.04753	0.96233	1	-0.05245	-0.01824	0.61761	0.00296	1	0.01083	-0.00705	0.56114	0.00377	1	0.50417	0.84167	0	
195589	3214.89453	1303887436418	0.00000	0.00000	3212.67676	0.27930	2521	0	1.18754	2.00546	0	0.24343	0.00425	0	0.24343	0.00425	0	0.02927	0.73705	9.79716	0.96233	1	0.36822	0.59434	11.28543	0.96233	1	-0.05245	-0.01824	0.61761	0.00303	1	0.01083	-0.00705	0.56114	0.00374	1	0.50417	0.84167	0	
195590	3214.91089	1303887600529	0.00000	0.00000	3212.67676	0.27930	2521	0	1.18754	2.00546	0	0.24343	0.00425	0	0.24343	0.00425	0	0.03017	0.73640	10.27348	0.96233	1	0.36880	0.59506	11.45463	0.96233	1	-0.05245	-0.01824	0.61761	0.00280	1	0.01083	-0.00705	0.56114	0.00374	1	0.50417	0.84167	0	
