CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
327437	5380.66699	4761910782835	0.00000	0.00000	5380.07568	0.42676	2990	0	0.47479	0.51188	0	0.48155	0.48624	0	0.47817	0.49906	0	0.24049	0.63195	15.01723	1.01732	0	0.24028	0.62872	9.76972	1.01732	0	-0.04278	-0.01547	0.59357	0.00408	1	0.01755	-0.02395	0.58335	0.00436	1	0.42344	0.87407	0	0
327438	5380.68359	4761910947948	0.00000	0.00000	5380.07568	0.42676	2990	0	0.47479	0.51188	0	0.48155	0.48624	0	0.47817	0.49906	0	0.24049	0.63195	15.01723	1.01732	0	0.24028	0.62872	9.76972	1.01732	0	-0.04278	-0.01547	0.59357	0.00408	1	0.01755	-0.02395	0.58335	0.00436	1	0.42344	0.87407	0	
327439	5380.69971	4761911108425	0.00000	0.00000	5380.07568	0.42676	2990	0	0.47479	0.51188	0	0.48155	0.48624	0	0.47817	0.49906	0	0.24049	0.63195	15.01723	1.01732	0	0.24028	0.62872	9.76972	1.01732	0	-0.04278	-0.01547	0.59357	0.00408	1	0.01755	-0.02395	0.58335	0.00436	1	0.42344	0.87407	0	
327440	5380.71582	4761911271829	0.00000	0.00000	5380.07568	0.42676	2990	0	0.47479	0.51188	0	0.48155	0.48624	0	0.47817	0.49906	0	0.24049	0.63195	15.01723	1.01732	0	0.24028	0.62872	9.76972	1.01732	0	-0.04278	-0.01547	0.59357	0.00408	1	0.01755	-0.02395	0.58335	0.00436	1	0.42344	0.87407	0	
327441	5380.73242	4761911438562	0.00000	0.00000	5380.07568	0.42676	2990	0	0.47479	0.51188	0	0.48155	0.48624	0	0.47817	0.49906	0	0.24049	0.63195	15.01723	1.01732	0	0.24028	0.62872	9.76972	1.01732	0	-0.04278	-0.01547	0.59357	0.00408	1	0.01755	-0.02395	0.58335	0.00436	1	0.42344	0.87407	0	START_TRIAL PLOT_6YTD.PNG
327442	5380.74902	4761911601039	0.00000	0.00000	5380.07568	0.42676	2990	0	0.47479	0.51188	0	0.48155	0.48624	0	0.47817	0.49906	0	0.24049	0.63195	15.01723	1.01732	0	0.24028	0.62872	9.76972	1.01732	0	-0.04278	-0.01547	0.59357	0.00408	1	0.01755	-0.02395	0.58335	0.00436	1	0.42344	0.87407	0	
327443	5380.76514	4761911763402	0.53092	0.47549	5380.07568	0.42676	2990	0	0.52096	0.47596	1	0.54089	0.47503	1	0.53092	0.47549	1	0.23597	0.63473	14.68076	1.01732	1	0.60403	0.71841	18.90315	1.01732	1	-0.04278	-0.01547	0.59357	0.00386	1	0.01755	-0.02395	0.58335	0.00482	1	0.42344	0.87407	0	
327444	5380.78125	4761911926965	0.52801	0.48458	5380.07568	0.42676	2990	0	0.51751	0.47122	1	0.53269	0.51610	1	0.52510	0.49366	1	0.23598	0.63468	14.67593	1.01732	1	0.60382	0.71867	18.94296	1.01732	1	-0.04278	-0.01547	0.59357	0.00387	1	0.01755	-0.02395	0.58335	0.00486	1	0.42344	0.87407	0	
327445	5380.79785	4761912090843	0.52719	0.48652	5380.07568	0.42676	2990	0	0.51751	0.47122	1	0.53356	0.50962	1	0.52554	0.49042	1	0.23604	0.63465	14.65460	1.01732	1	0.60388	0.71851	18.76359	1.02801	1	-0.04359	-0.01589	0.59247	0.00385	1	0.01760	-0.02554	0.61347	0.00486	1	0.42344	0.87407	0	
327446	5380.81445	4761912256394	0.52469	0.47760	5380.76514	0.04932	2991	1	0.50812	0.43106	1	0.52630	0.47058	1	0.51721	0.45082	1	0.23593	0.63474	14.79964	1.02801	1	0.60383	0.71829	18.67382	1.03869	1	-0.04359	-0.01589	0.59247	0.00378	1	0.01760	-0.02554	0.61347	0.00477	1	0.42344	0.87407	0	
