CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
41401	681.41852	330178326304	0.38409	0.60101	681.32068	0.09784	786	1	0.25395	0.73774	1	0.27376	0.88524	1	0.26386	0.81149	1	0.16217	0.49929	14.63674	1.47687	1	0.53565	0.50069	13.81144	1.46245	1	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41402	681.43463	330178487136	0.38409	0.60101	681.32068	0.11395	786	1	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.46245	0	0.53565	0.50069	13.81144	1.44802	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41403	681.45178	330178659031	0.38409	0.60101	681.32068	0.13110	786	1	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.44802	0	0.53565	0.50069	13.81144	1.43360	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41404	681.46729	330178813770	0.38409	0.60101	681.32068	0.14661	786	1	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.43360	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41405	681.48389	330178979833	0.37555	0.62208	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41406	681.50006	330179141622	0.37555	0.62208	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41407	681.51666	330179307490	0.37555	0.62208	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41408	681.53326	330179473593	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41409	681.54974	330179638434	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41410	681.56604	330179801438	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41411	681.58228	330179963681	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41412	681.59882	330180128980	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41413	681.61542	330180295090	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41414	681.63171	330180458211	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41415	681.64813	330180622599	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41416	681.66443	330180785567	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41417	681.68091	330180950286	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41418	681.69757	330181116503	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41419	681.71429	330181283816	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41420	681.73041	330181445002	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41421	681.74664	330181607176	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41422	681.76312	330181772085	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41423	681.77979	330181938869	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41424	681.79590	330182099763	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41425	681.81238	330182264919	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41426	681.82886	330182429792	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41427	681.84521	330182592988	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41428	681.86157	330182756536	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41429	681.87811	330182922120	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41430	681.89453	330183086442	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41431	681.91089	330183250027	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41432	681.92743	330183415589	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41433	681.94385	330183579426	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41434	681.96008	330183742088	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41435	681.97675	330183908189	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41436	681.99310	330184072127	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41437	682.00995	330184240512	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41438	682.02606	330184401496	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41439	682.04230	330184564259	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41440	682.05896	330184730472	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41441	682.07550	330184895792	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41442	682.09192	330185060017	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41443	682.10846	330185225406	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41444	682.12445	330185385456	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41445	682.14093	330185550061	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27376	0.88524	0	0.26386	0.81149	0	0.16217	0.49929	14.63674	1.41918	0	0.53565	0.50069	13.81144	1.41918	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00370	1	0.46198	0.92130	0	
41446	682.15741	330185714996	0.13881	0.44480	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27761	0.88960	1	0.27761	0.88960	1	0.16217	0.49929	14.63674	1.41918	0	0.03828	0.66867	14.79718	1.43360	1	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00364	1	0.46198	0.92130	0	
41447	682.17407	330185881442	0.27761	0.88960	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27761	0.88960	0	0.27761	0.88960	0	0.16217	0.49929	14.63674	1.43360	0	0.04312	0.66591	13.38928	1.44802	1	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00345	1	0.46198	0.92130	0	
41448	682.19019	330186043029	0.27761	0.88960	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27761	0.88960	0	0.27761	0.88960	0	0.16217	0.49929	14.63674	1.44802	0	0.04666	0.66472	10.33645	1.46245	1	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00392	1	0.46198	0.92130	0	
41449	682.20715	330186212789	0.27761	0.88960	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27761	0.88960	0	0.27761	0.88960	0	0.16217	0.49929	14.63674	1.46245	0	0.05595	0.65409	13.60667	1.47687	1	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00381	1	0.46198	0.92130	0	
41450	682.22321	330186373330	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27761	0.88960	0	0.27761	0.88960	0	0.16217	0.49929	14.63674	1.47687	0	0.06662	0.64950	12.03322	1.47687	1	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00360	1	0.46198	0.92130	0	
41451	682.23932	330186534140	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27761	0.88960	0	0.27761	0.88960	0	0.16217	0.49929	14.63674	1.47687	0	0.06662	0.64950	12.03322	1.47687	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00360	1	0.46198	0.92130	0	
41452	682.25604	330186701613	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27761	0.88960	0	0.27761	0.88960	0	0.16217	0.49929	14.63674	1.47687	0	0.06662	0.64950	12.03322	1.47687	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00360	1	0.46198	0.92130	0	
41453	682.27271	330186867859	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27761	0.88960	0	0.27761	0.88960	0	0.16217	0.49929	14.63674	1.47687	0	0.06662	0.64950	12.03322	1.47687	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00360	1	0.46198	0.92130	0	
41454	682.28918	330187032809	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27761	0.88960	0	0.27761	0.88960	0	0.16217	0.49929	14.63674	1.47687	0	0.06662	0.64950	12.03322	1.47687	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00360	1	0.46198	0.92130	0	
41455	682.30548	330187195561	0.00000	0.00000	681.32068	0.14661	786	0	0.25395	0.73774	0	0.27761	0.88960	0	0.27761	0.88960	0	0.16217	0.49929	14.63674	1.47687	0	0.06662	0.64950	12.03322	1.47687	0	-0.05722	-0.00035	0.62167	0.00441	1	0.00727	-0.00034	0.60162	0.00360	1	0.46198	0.92130	0	
